Identifier;DimensionGroupId;DimensionId;Index;Title;Description
WP2670;14;Woonplaatsen;1445;Nieuwveen;
WP1602;14;Woonplaatsen;1446;Nieuw-Vennep;
WP2969;14;Woonplaatsen;1447;Nieuwvliet;
WP1404;14;Woonplaatsen;1448;Nieuw-Vossemeer;
WP1996;14;Woonplaatsen;1449;Nieuw-Weerdinge;
WP2122;14;Woonplaatsen;1450;Niezijl;
WP2569;14;Woonplaatsen;1451;Niftrik;
WP2222;14;Woonplaatsen;1452;Nigtevecht;
WP3330;14;Woonplaatsen;1453;Nij Altoenae;
WP3352;14;Woonplaatsen;1454;Nij Beets;
WP2607;14;Woonplaatsen;1455;Nijbroek;
WP1761;14;Woonplaatsen;1456;Nijeberkoop;
WP3284;14;Woonplaatsen;1457;Nijega;
WP3521;14;Woonplaatsen;1458;Nijehaske;
WP1726;14;Woonplaatsen;1459;Nijeholtpade;
WP1727;14;Woonplaatsen;1460;Nijeholtwolde;
WP1728;14;Woonplaatsen;1461;Nijelamer;
WP1679;14;Woonplaatsen;1462;Nijemirdum;
WP3116;14;Woonplaatsen;1463;Nijensleek;
WP1729;14;Woonplaatsen;1464;Nijetrijne;
WP1083;14;Woonplaatsen;1465;Nijeveen;
WP3406;14;Woonplaatsen;1466;Nijewier;
WP1972;14;Woonplaatsen;1467;Nijhuizum;
WP3606;14;Woonplaatsen;1468;Nijkerk;
WP3607;14;Woonplaatsen;1469;Nijkerkerveen;
WP2414;14;Woonplaatsen;1470;Nijland;
WP1173;14;Woonplaatsen;1471;Nijlande;
WP3030;14;Woonplaatsen;1472;Nijmegen;
WP3584;14;Woonplaatsen;1473;Nijverdal;
WP1591;14;Woonplaatsen;1474;Nispen;
WP1260;14;Woonplaatsen;1475;Nisse;
WP3062;14;Woonplaatsen;1476;Nistelrode;
WP2450;14;Woonplaatsen;1477;Noardburgum;
WP1174;14;Woonplaatsen;1478;Nooitgedacht;
WP1696;14;Woonplaatsen;1479;Noorbeek;
WP2171;14;Woonplaatsen;1480;Noordbeemster;
WP2279;14;Woonplaatsen;1481;Noordbroek;
WP1905;14;Woonplaatsen;1482;Noordeinde;
WP3070;14;Woonplaatsen;1483;Noordeinde Gld;
WP1436;14;Woonplaatsen;1484;Noordeloos;
WP2668;14;Woonplaatsen;1485;Noorden;
WP2681;14;Woonplaatsen;1486;Noordgouwe;
WP1325;14;Woonplaatsen;1487;Noordhoek;
WP2123;14;Woonplaatsen;1488;Noordhorn;
WP1268;14;Woonplaatsen;1489;Noordlaren;
WP1118;14;Woonplaatsen;1490;Noord-Scharwoude;
WP1817;14;Woonplaatsen;1491;Noordscheschut;
WP2159;14;Woonplaatsen;1492;Noord-Sleen;
WP2682;14;Woonplaatsen;1493;Noordwelle;
WP2265;14;Woonplaatsen;1494;Noordwijk;
WP2061;14;Woonplaatsen;1495;Noordwijk;
WP1927;14;Woonplaatsen;1496;Noordwijkerhout;
WP1730;14;Woonplaatsen;1497;Noordwolde;
WP2830;14;Woonplaatsen;1498;Noordwolde;
WP1142;14;Woonplaatsen;1499;Nootdorp;
WP1644;14;Woonplaatsen;1500;Norg;
WP1090;14;Woonplaatsen;1501;Notter;
WP2136;14;Woonplaatsen;1502;Nuenen;
WP2266;14;Woonplaatsen;1503;Nuis;
WP3611;14;Woonplaatsen;1504;Nuland;
WP2372;14;Woonplaatsen;1505;Numansdorp;
WP2954;14;Woonplaatsen;1506;Nunhem;
WP2982;14;Woonplaatsen;1507;Nunspeet;
WP2358;14;Woonplaatsen;1508;Nuth;
WP1411;14;Woonplaatsen;1509;Nutter;
WP2817;15;Woonplaatsen;1510;Obbicht;
WP1187;15;Woonplaatsen;1511;Obdam;
WP1097;15;Woonplaatsen;1512;Ochten;
WP2604;15;Woonplaatsen;1513;Odijk;
WP1849;15;Woonplaatsen;1514;Odiliapeel;
WP1798;15;Woonplaatsen;1515;Odoorn;
WP1799;15;Woonplaatsen;1516;Odoornerveen;
WP1219;15;Woonplaatsen;1517;Oeffelt;
WP2744;15;Woonplaatsen;1518;Oegstgeest;
WP1347;15;Woonplaatsen;1519;Oene;
WP2443;15;Woonplaatsen;1520;Oentsjerk;
WP1489;15;Woonplaatsen;1521;Den Oever;
WP3506;15;Woonplaatsen;1522;Offingawier;
WP1923;15;Woonplaatsen;1523;Ohé en Laak;
WP3470;15;Woonplaatsen;1524;Oijen;
WP3604;15;Woonplaatsen;1525;Oirlo;
WP2101;15;Woonplaatsen;1526;Oirsbeek;
WP1207;15;Woonplaatsen;1527;Oirschot;
WP2646;15;Woonplaatsen;1528;Oisterwijk;
WP2859;15;Woonplaatsen;1529;Okkenbroek;
WP1529;15;Woonplaatsen;1530;Olburgen;
WP1762;15;Woonplaatsen;1531;Oldeberkoop;
WP3071;15;Woonplaatsen;1532;Oldebroek;
WP1731;15;Woonplaatsen;1533;Oldeholtpade;
WP1732;15;Woonplaatsen;1534;Oldeholtwolde;
WP2124;15;Woonplaatsen;1535;Oldehove;
WP2179;15;Woonplaatsen;1536;Oldekerk;
WP1733;15;Woonplaatsen;1537;Oldelamer;
WP2707;15;Woonplaatsen;1538;Oldemarkt;
WP1668;15;Woonplaatsen;1539;Oldenzaal;
WP3476;15;Woonplaatsen;1540;Oldenzijl;
WP2498;15;Woonplaatsen;1541;Oldeouwer;
WP1734;15;Woonplaatsen;1542;Oldetrijne;
WP1379;15;Woonplaatsen;1543;Olst;
WP3353;15;Woonplaatsen;1544;Olterterp;
WP2930;15;Woonplaatsen;1545;Ommel;
WP3629;15;Woonplaatsen;1546;Ommen;
WP3381;15;Woonplaatsen;1547;Ommeren;
WP2831;15;Woonplaatsen;1548;Onderdendam;
WP2708;15;Woonplaatsen;1549;Onna;
WP1269;15;Woonplaatsen;1550;Onnen;
WP3076;15;Woonplaatsen;1551;Onstwedde;
WP2877;15;Woonplaatsen;1552;Ooij;
WP2133;15;Woonplaatsen;1553;Ooltgensplaat;
WP1208;15;Woonplaatsen;1554;Oost West en Middelbeers;
WP2960;15;Woonplaatsen;1555;Oostburg;
WP3464;15;Woonplaatsen;1556;Oostdijk;
WP2957;15;Woonplaatsen;1557;Oosteind;
WP2990;15;Woonplaatsen;1558;Oosterbeek;
WP1375;15;Woonplaatsen;1559;Oosterbierum;
WP3619;15;Woonplaatsen;1560;Oosterblokker;
WP2742;15;Woonplaatsen;1561;Oosterend;
WP2614;15;Woonplaatsen;1562;Oosterend;
WP2160;15;Woonplaatsen;1563;Oosterhesselen;
WP1869;15;Woonplaatsen;1564;Oosterhout;
WP3596;15;Woonplaatsen;1565;Oosterhout;
WP2683;15;Woonplaatsen;1566;Oosterland;
WP1510;15;Woonplaatsen;1567;Oosterleek;
WP3477;15;Woonplaatsen;1568;Oosternieland;
WP1735;15;Woonplaatsen;1569;Oosterstreek;
WP2274;15;Woonplaatsen;1570;Oosterwijk;
WP3451;15;Woonplaatsen;1571;Oosterwijtwerd;
WP1763;15;Woonplaatsen;1572;Oosterwolde;
WP3072;15;Woonplaatsen;1573;Oosterwolde Gld;
WP2246;15;Woonplaatsen;1574;Oosterzee;
WP3554;15;Woonplaatsen;1575;Oost-Graftdijk;
WP2415;15;Woonplaatsen;1576;Oosthem;
WP1841;15;Woonplaatsen;1577;Oosthuizen;
WP2781;15;Woonplaatsen;1578;Oostkapelle;
WP2285;15;Woonplaatsen;1579;Oostknollendam;
WP3605;15;Woonplaatsen;1580;Oostrum;
WP1076;15;Woonplaatsen;1581;Oost-Souburg;
WP1209;15;Woonplaatsen;1582;Oostvoorne;
WP2344;15;Woonplaatsen;1583;Oostwold;
WP1898;15;Woonplaatsen;1584;Oostwold;
WP3567;15;Woonplaatsen;1585;Oostwoud;
WP2113;15;Woonplaatsen;1586;Oostzaan;
WP1412;15;Woonplaatsen;1587;Ootmarsum;
WP3285;15;Woonplaatsen;1588;Opeinde;
WP2180;15;Woonplaatsen;1589;Opende;
WP3364;15;Woonplaatsen;1590;Ophemert;
WP1098;15;Woonplaatsen;1591;Opheusden;
WP3365;15;Woonplaatsen;1592;Opijnen;
WP2082;15;Woonplaatsen;1593;Oploo;
WP2791;15;Woonplaatsen;1594;Opmeer;
WP2416;15;Woonplaatsen;1595;Oppenhuizen;
WP3155;15;Woonplaatsen;1596;Opperdoes;
WP3019;15;Woonplaatsen;1597;Oranje;
WP2189;15;Woonplaatsen;1598;Oranjewoud;
WP3020;15;Woonplaatsen;1599;Orvelte;
WP2038;15;Woonplaatsen;1600;Ospel;
WP3249;15;Woonplaatsen;1601;Oss;
WP1002;15;Woonplaatsen;1602;Ossendrecht;
WP3102;15;Woonplaatsen;1603;Ossenisse;
WP2842;15;Woonplaatsen;1604;Ossenwaard;
WP2709;15;Woonplaatsen;1605;Ossenzijl;
WP1888;15;Woonplaatsen;1606;Oterleek;
WP2767;15;Woonplaatsen;1607;Otterlo;
WP2480;15;Woonplaatsen;1608;Ottersum;
WP3628;15;Woonplaatsen;1609;Ottoland;
WP3540;15;Woonplaatsen;1610;Oud Ade;
WP1175;15;Woonplaatsen;1611;Oud Annerveen;
WP1248;15;Woonplaatsen;1612;Oud Gastel;
WP1413;15;Woonplaatsen;1613;Oud Ootmarsum;
WP2066;15;Woonplaatsen;1614;Oud Zuilen;
WP1985;15;Woonplaatsen;1615;Oud-Alblas;
WP2793;15;Woonplaatsen;1616;Oud-Beijerland;
WP2932;15;Woonplaatsen;1617;Ouddorp;
WP1599;15;Woonplaatsen;1618;Oude Meer;
WP2519;15;Woonplaatsen;1619;Oude Niedorp;
WP1397;15;Woonplaatsen;1620;Oude Pekela;
WP3039;15;Woonplaatsen;1621;Oude Wetering;
WP3117;15;Woonplaatsen;1622;Oude Willem;
WP3328;15;Woonplaatsen;1623;Oudebildtzijl;
WP2417;15;Woonplaatsen;1624;Oudega;
WP3286;15;Woonplaatsen;1625;Oudega;
WP1680;15;Woonplaatsen;1626;Oudega;
WP3522;15;Woonplaatsen;1627;Oudehaske;
WP2195;15;Woonplaatsen;1628;Oudehorne;
WP1261;15;Woonplaatsen;1629;Oudelande;
WP1681;15;Woonplaatsen;1630;Oudemirdum;
WP1320;15;Woonplaatsen;1631;Oudemolen;
WP2917;15;Woonplaatsen;1632;Oudemolen;
WP1246;15;Woonplaatsen;1633;Oudenbosch;
WP1188;15;Woonplaatsen;1634;Oudendijk;
WP1388;15;Woonplaatsen;1635;Oudenhoorn;
WP2129;15;Woonplaatsen;1636;Ouderkerk aan de Amstel;
WP2373;15;Woonplaatsen;1637;Ouderkerk aan den IJssel;
WP2233;15;Woonplaatsen;1638;Oudeschans;
WP2743;15;Woonplaatsen;1639;Oudeschild;
WP3478;15;Woonplaatsen;1640;Oudeschip;
WP2188;15;Woonplaatsen;1641;Oudeschoot;
WP2763;15;Woonplaatsen;1642;Oudesluis;
WP2134;15;Woonplaatsen;1643;Oude-Tonge;
WP1910;15;Woonplaatsen;1644;Oudewater;
WP1423;15;Woonplaatsen;1645;Oudezijl;
WP3519;15;Woonplaatsen;1646;Oudheusden;
WP3290;15;Woonplaatsen;1647;Oudkarspel;
WP1119;15;Woonplaatsen;1648;Oudkarspel;
WP2350;15;Woonplaatsen;1649;Oudorp;
WP2077;15;Woonplaatsen;1650;Oud-Vossemeer;
WP2684;15;Woonplaatsen;1651;Ouwerkerk;
WP2500;15;Woonplaatsen;1652;Ouwsterhaule;
WP2501;15;Woonplaatsen;1653;Ouwster-Nijega;
WP3496;15;Woonplaatsen;1654;Overasselt;
WP3588;15;Woonplaatsen;1655;Overberg;
WP1715;15;Woonplaatsen;1656;Overdinkel;
WP3263;15;Woonplaatsen;1657;Overlangel;
WP1220;15;Woonplaatsen;1658;Overloon;
WP1354;15;Woonplaatsen;1659;Overschild;
WP1132;15;Woonplaatsen;1660;Overslag;
WP2653;15;Woonplaatsen;1661;Overveen;
WP1262;15;Woonplaatsen;1662;Ovezande;
WP2710;16;Woonplaatsen;1663;Paasloo;
WP2979;16;Woonplaatsen;1664;Pannerden;
WP3443;16;Woonplaatsen;1665;Panningen;
WP1911;16;Woonplaatsen;1666;Papekop;
WP1477;16;Woonplaatsen;1667;Papendrecht;
WP2818;16;Woonplaatsen;1668;Papenhoven;
WP1176;16;Woonplaatsen;1669;Papenvoort;
WP2319;16;Woonplaatsen;1670;Parrega;
WP2910;16;Woonplaatsen;1671;Paterswolde;
WP3409;16;Woonplaatsen;1672;Peazens;
WP1645;16;Woonplaatsen;1673;Peest;
WP1368;16;Woonplaatsen;1674;Peins;
WP1646;16;Woonplaatsen;1675;Peize;
WP1736;16;Woonplaatsen;1676;Peperga;
WP3085;16;Woonplaatsen;1677;Pernis Rotterdam;
WP2878;16;Woonplaatsen;1678;Persingen;
WP3118;16;Woonplaatsen;1679;Pesse;
WP1818;16;Woonplaatsen;1680;Pesse;
WP2761;16;Woonplaatsen;1681;Petten;
WP1133;16;Woonplaatsen;1682;Philippine;
WP2320;16;Woonplaatsen;1683;Piaam;
WP2888;16;Woonplaatsen;1684;Piershil;
WP3423;16;Woonplaatsen;1685;Pieterburen;
WP1374;16;Woonplaatsen;1686;Pietersbierum;
WP2125;16;Woonplaatsen;1687;Pieterzijl;
WP1141;16;Woonplaatsen;1688;Pijnacker;
WP2321;16;Woonplaatsen;1689;Pingjum;
WP2804;16;Woonplaatsen;1690;Plasmolen;
WP2635;16;Woonplaatsen;1691;Poederoijen;
WP2661;16;Woonplaatsen;1692;Poeldijk;
WP2698;16;Woonplaatsen;1693;De Pol;
WP1962;16;Woonplaatsen;1694;Polsbroek;
WP2363;16;Woonplaatsen;1695;Poortugaal;
WP2072;16;Woonplaatsen;1696;Poortvliet;
WP2533;16;Woonplaatsen;1697;Poppenwier;
WP1830;16;Woonplaatsen;1698;Ten Post;
WP2593;16;Woonplaatsen;1699;Posterholt;
WP1705;16;Woonplaatsen;1700;Prinsenbeek;
WP2906;16;Woonplaatsen;1701;Puiflijk;
WP2915;16;Woonplaatsen;1702;De Punt;
WP1049;16;Woonplaatsen;1703;Punthorst;
WP1749;16;Woonplaatsen;1704;Purmer;
WP1946;16;Woonplaatsen;1705;Purmer;
WP3103;16;Woonplaatsen;1706;Purmerend;
WP1330;16;Woonplaatsen;1707;Purmerland;
WP2102;16;Woonplaatsen;1708;Puth;
WP1003;16;Woonplaatsen;1709;Putte;
WP3580;16;Woonplaatsen;1710;Putten;
WP2384;16;Woonplaatsen;1711;Puttershoek;
WP1491;17;Woonplaatsen;1712;Raalte;
WP1752;17;Woonplaatsen;1713;Raamsdonk;
WP1750;17;Woonplaatsen;1714;Raamsdonksveer;
WP3410;17;Woonplaatsen;1715;Raard;
WP1559;17;Woonplaatsen;1716;Radewijk;
WP3563;17;Woonplaatsen;1717;Radio Kootwijk;
WP2534;17;Woonplaatsen;1718;Raerd;
WP1870;17;Woonplaatsen;1719;Randwijk;
WP1854;17;Woonplaatsen;1720;Ransdaal;
WP2470;17;Woonplaatsen;1721;Rasquert;
WP3254;17;Woonplaatsen;1722;Ravenstein;
WP3382;17;Woonplaatsen;1723;Ravenswaaij;
WP1764;17;Woonplaatsen;1724;Ravenswoud;
WP3272;17;Woonplaatsen;1725;Readtsjerk;
WP2028;17;Woonplaatsen;1726;Reahûs;
WP2535;17;Woonplaatsen;1727;Reduzum;
WP1852;17;Woonplaatsen;1728;Reek;
WP2476;17;Woonplaatsen;1729;Reeuwijk;
WP3559;17;Woonplaatsen;1730;Reeve;
WP1227;17;Woonplaatsen;1731;Reijmerstok;
WP3209;17;Woonplaatsen;1732;Reitsum;
WP1663;17;Woonplaatsen;1733;Rekken;
WP2685;17;Woonplaatsen;1734;Renesse;
WP2991;17;Woonplaatsen;1735;Renkum;
WP2141;17;Woonplaatsen;1736;Renswoude;
WP3137;17;Woonplaatsen;1737;Ressen;
WP2970;17;Woonplaatsen;1738;Retranchement;
WP1877;17;Woonplaatsen;1739;Reusel;
WP1293;17;Woonplaatsen;1740;Reutum;
WP1949;17;Woonplaatsen;1741;Reuver;
WP1528;17;Woonplaatsen;1742;Rha;
WP1501;17;Woonplaatsen;1743;Rheden;
WP2393;17;Woonplaatsen;1744;Rhee;
WP1560;17;Woonplaatsen;1745;Rheeze;
WP1561;17;Woonplaatsen;1746;Rheezerveen;
WP1399;17;Woonplaatsen;1747;Rhenen;
WP3528;17;Woonplaatsen;1748;Rhenoy;
WP2362;17;Woonplaatsen;1749;Rhoon;
WP2562;17;Woonplaatsen;1750;Ridderkerk;
WP1370;17;Woonplaatsen;1751;Ried;
WP2881;17;Woonplaatsen;1752;Riel;
WP2029;17;Woonplaatsen;1753;Rien;
WP1459;17;Woonplaatsen;1754;Riethoven;
WP1657;17;Woonplaatsen;1755;Rietmolen;
WP2070;17;Woonplaatsen;1756;Rijen;
WP1221;17;Woonplaatsen;1757;Rijkevoort;
WP2087;17;Woonplaatsen;1758;Rijkevoort-De Walsert;
WP3040;17;Woonplaatsen;1759;Rijnsaterwoude;
WP1708;17;Woonplaatsen;1760;Rijnsburg;
WP3553;17;Woonplaatsen;1761;De Rijp;
WP3546;17;Woonplaatsen;1762;Rijpwetering;
WP1682;17;Woonplaatsen;1763;Rijs;
WP3490;17;Woonplaatsen;1764;Rijsbergen;
WP1601;17;Woonplaatsen;1765;Rijsenhout;
WP1566;17;Woonplaatsen;1766;Rijssen;
WP2459;17;Woonplaatsen;1767;Rijswijk;
WP3383;17;Woonplaatsen;1768;Rijswijk (GLD);
WP3303;17;Woonplaatsen;1769;Rijswijk (NB);
WP3465;17;Woonplaatsen;1770;Rilland;
WP3270;17;Woonplaatsen;1771;Rinsumageast;
WP2094;17;Woonplaatsen;1772;De Rips;
WP1077;17;Woonplaatsen;1773;Ritthem;
WP1210;17;Woonplaatsen;1774;Rockanje;
WP1647;17;Woonplaatsen;1775;Roden;
WP3633;17;Woonplaatsen;1776;Roderesch;
WP1649;17;Woonplaatsen;1777;Roderwolde;
WP3042;17;Woonplaatsen;1778;Roelofarendsveen;
WP2281;17;Woonplaatsen;1779;Roermond;
WP1084;17;Woonplaatsen;1780;Rogat;
WP2955;17;Woonplaatsen;1781;Roggel;
WP2502;17;Woonplaatsen;1782;Rohel;
WP1177;17;Woonplaatsen;1783;Rolde;
WP3479;17;Woonplaatsen;1784;Roodeschool;
WP1588;17;Woonplaatsen;1785;Roosendaal;
WP2046;17;Woonplaatsen;1786;Roosteren;
WP1596;17;Woonplaatsen;1787;Rosmalen;
WP1414;17;Woonplaatsen;1788;Rossum;
WP1630;17;Woonplaatsen;1789;Rossum;
WP1997;17;Woonplaatsen;1790;Roswinkel;
WP2503;17;Woonplaatsen;1791;Rotstergaast;
WP2504;17;Woonplaatsen;1792;Rotsterhaule;
WP3086;17;Woonplaatsen;1793;Rotterdam;
WP2364;17;Woonplaatsen;1794;Rotterdam-Albrandswaard;
WP3287;17;Woonplaatsen;1795;Rottevalle;
WP2505;17;Woonplaatsen;1796;Rottum;
WP3480;17;Woonplaatsen;1797;Rottum;
WP1047;17;Woonplaatsen;1798;Rouveen;
WP2437;17;Woonplaatsen;1799;Rozenburg;
WP1598;17;Woonplaatsen;1800;Rozenburg;
WP2927;17;Woonplaatsen;1801;Rozendaal;
WP2581;17;Woonplaatsen;1802;Rucphen;
WP1683;17;Woonplaatsen;1803;Ruigahuizen;
WP3119;17;Woonplaatsen;1804;Ruinen;
WP3169;17;Woonplaatsen;1805;Ruinen;
WP3170;17;Woonplaatsen;1806;Ruinerwold;
WP3215;17;Woonplaatsen;1807;Rumpt;
WP1282;17;Woonplaatsen;1808;Rutten;
WP1658;17;Woonplaatsen;1809;Ruurlo;
WP2445;17;Woonplaatsen;1810;Ryptsjerk;
WP2126;18;Woonplaatsen;1811;Saaksum;
WP1415;18;Woonplaatsen;1812;Saasveld;
WP2471;18;Woonplaatsen;1813;Saaxumhuizen;
WP1222;18;Woonplaatsen;1814;Sambeek;
WP2418;18;Woonplaatsen;1815;Sandfirden;
WP2837;18;Woonplaatsen;1816;Santpoort-Noord;
WP2838;18;Woonplaatsen;1817;Santpoort-Zuid;
WP1021;18;Woonplaatsen;1818;Sappemeer;
WP1134;18;Woonplaatsen;1819;Sas van Gent;
WP2003;18;Woonplaatsen;1820;Sassenheim;
WP2472;18;Woonplaatsen;1821;Sauwerd;
WP2460;18;Woonplaatsen;1822;Schagen;
WP2756;18;Woonplaatsen;1823;Schagerbrug;
WP1851;18;Woonplaatsen;1824;Schaijk;
WP2860;18;Woonplaatsen;1825;Schalkhaar;
WP2056;18;Woonplaatsen;1826;Schalkwijk;
WP1369;18;Woonplaatsen;1827;Schalsum;
WP1842;18;Woonplaatsen;1828;Schardam;
WP2686;18;Woonplaatsen;1829;Scharendijke;
WP1355;18;Woonplaatsen;1830;Scharmer;
WP2419;18;Woonplaatsen;1831;Scharnegoutum;
WP2506;18;Woonplaatsen;1832;Scharsterbrug;
WP1189;18;Woonplaatsen;1833;Scharwoude;
WP1893;18;Woonplaatsen;1834;Scheemda;
WP2711;18;Woonplaatsen;1835;Scheerwolde;
WP1511;18;Woonplaatsen;1836;Schellinkhout;
WP1437;18;Woonplaatsen;1837;Schelluinen;
WP1889;18;Woonplaatsen;1838;Schermerhorn;
WP2073;18;Woonplaatsen;1839;Scherpenisse;
WP2135;18;Woonplaatsen;1840;Scherpenzeel;
WP1737;18;Woonplaatsen;1841;Scherpenzeel;
WP2322;18;Woonplaatsen;1842;Schettens;
WP1697;18;Woonplaatsen;1843;Scheulder;
WP1935;18;Woonplaatsen;1844;Schiedam;
WP2428;18;Woonplaatsen;1845;Schiermonnikoog;
WP2582;18;Woonplaatsen;1846;Schijf;
WP2139;18;Woonplaatsen;1847;Schijndel;
WP1356;18;Woonplaatsen;1848;Schildwolde;
WP2360;18;Woonplaatsen;1849;Schimmert;
WP1717;18;Woonplaatsen;1850;Schin op Geul;
WP2103;18;Woonplaatsen;1851;Schinnen;
WP2848;18;Woonplaatsen;1852;Schinveld;
WP1178;18;Woonplaatsen;1853;Schipborg;
WP1618;18;Woonplaatsen;1854;Schiphol;
WP1604;18;Woonplaatsen;1855;Schiphol-Rijk;
WP1085;18;Woonplaatsen;1856;De Schiphorst;
WP2805;18;Woonplaatsen;1857;Schipluiden;
WP1277;18;Woonplaatsen;1858;Schokland;
WP2971;18;Woonplaatsen;1859;Schoondijke;
WP1998;18;Woonplaatsen;1860;Schoonebeek;
WP2390;18;Woonplaatsen;1861;Schoonhoven;
WP1179;18;Woonplaatsen;1862;Schoonloo;
WP2161;18;Woonplaatsen;1863;Schoonoord;
WP2272;18;Woonplaatsen;1864;Schoonrewoerd;
WP3045;18;Woonplaatsen;1865;Schoorl;
WP1469;18;Woonplaatsen;1866;Schore;
WP3424;18;Woonplaatsen;1867;Schouwerzijl;
WP2323;18;Woonplaatsen;1868;Schraard;
WP1562;18;Woonplaatsen;1869;Schuinesloot;
WP2181;18;Woonplaatsen;1870;Sebaldeburen;
WP2295;18;Woonplaatsen;1871;Sellingen;
WP2687;18;Woonplaatsen;1872;Serooskerke;
WP2782;18;Woonplaatsen;1873;Serooskerke;
WP1515;18;Woonplaatsen;1874;Sevenum;
WP1373;18;Woonplaatsen;1875;Sexbierum;
WP3324;18;Woonplaatsen;1876;Sibculo;
WP1563;18;Woonplaatsen;1877;Sibculo;
WP2536;18;Woonplaatsen;1878;Sibrandabuorren;
WP3274;18;Woonplaatsen;1879;Sibrandahûs;
WP1357;18;Woonplaatsen;1880;Siddeburen;
WP1123;18;Woonplaatsen;1881;Siebengewald;
WP3354;18;Woonplaatsen;1882;Siegerswoude;
WP3156;18;Woonplaatsen;1883;Sijbekarspel;
WP1578;18;Woonplaatsen;1884;Silvolde;
WP1389;18;Woonplaatsen;1885;Simonshaven;
WP3065;18;Woonplaatsen;1886;Simpelveld;
WP1579;18;Woonplaatsen;1887;Sinderen;
WP1454;18;Woonplaatsen;1888;Sint Agatha;
WP1834;18;Woonplaatsen;1889;Sint Annen;
WP2083;18;Woonplaatsen;1890;Sint Anthonis;
WP1698;18;Woonplaatsen;1891;Sint Geertruid;
WP1977;18;Woonplaatsen;1892;Sint Hubert;
WP2712;18;Woonplaatsen;1893;Sint Jansklooster;
WP3089;18;Woonplaatsen;1894;Sint Jansteen;
WP2044;18;Woonplaatsen;1895;Sint Joost;
WP2973;18;Woonplaatsen;1896;Sint Kruis;
WP3291;18;Woonplaatsen;1897;Sint Maarten;
WP2759;18;Woonplaatsen;1898;Sint Maartensbrug;
WP2760;18;Woonplaatsen;1899;Sint Maartensvlotbrug;
WP2507;18;Woonplaatsen;1900;Sint Nicolaasga;
WP2594;18;Woonplaatsen;1901;Sint Odiliënberg;
WP1115;18;Woonplaatsen;1902;Sint Pancras;
WP2078;18;Woonplaatsen;1903;Sint Philipsland;
WP2584;18;Woonplaatsen;1904;St. Willebrord;
WP2076;18;Woonplaatsen;1905;Sint-Annaland;
WP3331;18;Woonplaatsen;1906;St.-Annaparochie;
WP3332;18;Woonplaatsen;1907;St.-Jacobiparochie;
WP2508;18;Woonplaatsen;1908;Sintjohannesga;
WP2074;18;Woonplaatsen;1909;Sint-Maartensdijk;
WP2060;18;Woonplaatsen;1910;Sint-Michielsgestel;
WP2787;18;Woonplaatsen;1911;Sint-Oedenrode;
WP2688;18;Woonplaatsen;1912;Sirjansland;
WP3512;18;Woonplaatsen;1913;Sittard;
WP2732;18;Woonplaatsen;1914;Skingen;
WP1564;18;Woonplaatsen;1915;Slagharen;
WP2733;18;Woonplaatsen;1916;Slappeterp;
WP2162;18;Woonplaatsen;1917;Sleen;
WP2217;18;Woonplaatsen;1918;Sleeuwijk;
WP1229;18;Woonplaatsen;1919;Slenaken;
WP2438;18;Woonplaatsen;1920;Sliedrecht;
WP1738;18;Woonplaatsen;1921;Slijkenburg;
WP1871;18;Woonplaatsen;1922;Slijk-Ewijk;
WP1358;18;Woonplaatsen;1923;Slochteren;
WP2435;18;Woonplaatsen;1924;Slootdorp;
WP1684;18;Woonplaatsen;1925;Sloten;
WP2962;18;Woonplaatsen;1926;Sluis;
WP1135;18;Woonplaatsen;1927;Sluiskil;
WP2334;18;Woonplaatsen;1928;Smakt;
WP3288;18;Woonplaatsen;1929;Smalle Ee;
WP2420;18;Woonplaatsen;1930;Smallebrugge;
WP3021;18;Woonplaatsen;1931;Smilde;
WP1200;18;Woonplaatsen;1932;Snakkerburen;
WP3504;18;Woonplaatsen;1933;Sneek;
WP1912;18;Woonplaatsen;1934;Snelrewaard;
WP2509;18;Woonplaatsen;1935;Snikzwaag;
WP1569;18;Woonplaatsen;1936;Soerendonk;
WP1013;18;Woonplaatsen;1937;Soest;
WP1014;18;Woonplaatsen;1938;Soesterberg;
WP2745;18;Woonplaatsen;1939;Someren;
WP3145;18;Woonplaatsen;1940;Sommelsdijk;
WP3520;18;Woonplaatsen;1941;Son en Breugel;
WP1685;18;Woonplaatsen;1942;Sondel;
WP1739;18;Woonplaatsen;1943;Sonnega;
WP3534;18;Woonplaatsen;1944;Spaarndam;
WP2908;18;Woonplaatsen;1945;Spaarndam gem. Haarlem;
WP2792;18;Woonplaatsen;1946;Spanbroek;
WP1740;18;Woonplaatsen;1947;Spanga;
WP1505;18;Woonplaatsen;1948;Spankeren;
WP2030;18;Woonplaatsen;1949;Spannum;
WP1671;18;Woonplaatsen;1950;Spaubeek;
WP3120;18;Woonplaatsen;1951;Spier;
WP3022;18;Woonplaatsen;1952;Spier;
WP1190;18;Woonplaatsen;1953;Spierdijk;
WP2356;18;Woonplaatsen;1954;Spijk;
WP2980;18;Woonplaatsen;1955;Spijk;
WP3241;18;Woonplaatsen;1956;Spijk;
WP3032;18;Woonplaatsen;1957;Spijkenisse;
WP2286;18;Woonplaatsen;1958;Spijkerboor;
WP1180;18;Woonplaatsen;1959;Spijkerboor;
WP2596;18;Woonplaatsen;1960;Sprang-Capelle;
